taxa	taxonomy	081A	082A	083A	084A	085A	086A	091A	093A	094A	098A	099A	100A	101A	107A	108A	109A	10A	116A	118A	119A	11A	120A	13A	15A	18A	1A	20A	21A	24A	25A	28A	29A	31A	34A	35A	37A	39A	3A	6A	7A
Caldisphaeraceae	d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Acidilobales|f__Caldisphaeraceae	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Desulfurococcaceae	d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae	1	0	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	2	0	0	0	4	0	0	0	0	0	0	1	0
Fervidicoccaceae	d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Fervidicoccales|f__Fervidicoccaceae	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	1	0	0	0	0	0	0	0
Sulfolobaceae	d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	8	1	0	0	0	0	0	0	0	0	0	0
Thermoproteaceae	d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0	1	2	0	2	1	3	0	0	0	10	0	0	0	1	0
Archaeoglobaceae	d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae	5	4	0	0	1	1	0	0	1	1	0	0	0	12	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	1
Halobacteriaceae	d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae	12	1	3	7	3	0	7	4	4	12	4	24	14	17	9	16	9	13	7	55	7	21	1	5	10	45	5	4	21	6	19	8	104	14	6	17	6	18	1	7
Methanobacteriaceae	d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	6	3	0	10	0	3	5	7	0	2	19	1	1	0	2	2	3	0	0	2	48	1	1	4	24	2	0	1248	6	3	1	4	558	11	1065	5134	74	1	1	10
Methanothermaceae	d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanothermaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Methanocaldococcaceae	d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
Methanococcaceae	d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanococcaceae	17	2	3	1	0	2	11	7	1	3	188	10	2	1	0	4	3	17	0	1	2	12	19	6	8	1	2	6	6	3	0	1	0	3	2	0	3	1	1	1
Methanocellaceae	d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanocellales|f__Methanocellaceae	5	1	8	10	1	1	1	2	1	3	0	0	7	3	1	2	9	2	7	7	3	3	2	4	0	3	1	7	12	3	0	0	0	9	1	2	0	0	1	0
Methanocorpusculaceae	d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanocorpusculaceae	13	7	32	12	10	0	101	27	16	20	1	0	50	12	11	19	5	85	80	18	2	6	15	27	29	1	38	19	65	3	0	3	5	5	3	1	6	2	21	2
Methanomicrobiaceae	d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae	0	0	0	0	0	0	3	1	0	0	0	25	5	0	3	6	2	1	0	4	51	1	0	0	0	16	0	0	0	0	18	6	0	0	0	23	2	1	0	1
Methanoregulaceae	d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae	1	0	0	0	0	0	2	1	0	0	0	4	4	0	4	0	1	0	2	2	1	1	0	6	0	2	0	1	4	1	2	1	0	0	0	1	0	1	0	1
Methanospirillaceae	d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanospirillaceae	0	2	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	0	1	0	0	0	0	0	0
Methanosaetaceae	d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosaetaceae	0	0	1	0	0	1	0	0	2	0	1	0	5	1	0	1	0	2	3	0	0	1	2	1	3	0	8	0	1	2	3	0	1	0	6	2	0	2	2	1
Methanosarcinaceae	d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae	14	0	6	17	2	3	13	12	18	7	5	2	3	0	3	2	7	1	0	2	3	2	0	6	16	4	8	4	2	2	28	45	3	16	1	13	4	2	0	2
Methanopyraceae	d__Archaea|p__Euryarchaeota|c__Methanopyri|o__Methanopyrales|f__Methanopyraceae	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	5	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	10	0	0	0
Thermococcaceae	d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae	2	0	0	1	1	1	4	2	1	1	3	2	2	0	7	2	1	12	0	0	0	1	1	1	1	0	0	0	2	0	2	1	2	0	0	1	0	0	1	0
Methanomassiliicoccaceae	d__Archaea|p__Euryarchaeota|c__Thermoplasmata|f__Methanomassiliicoccaceae	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	5	0	0	0	0	3	0	0	0	0	0	0
Ferroplasmaceae	d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Ferroplasmaceae	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoplasmataceae	d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0
Nitrosopumilaceae	d__Archaea|p__Thaumarchaeota|o__Nitrosopumilales|f__Nitrosopumilaceae	1	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	12	0	1	0
Acidobacteriaceae	d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae	50	30	13	17	15	2	20	21	12	35	6	49	15	29	13	30	49	9	10	28	67	63	17	50	44	43	28	31	65	12	46	39	16	55	57	42	13	47	25	40
Solibacteraceae	d__Bacteria|p__Acidobacteria|c__Solibacteres|o__Solibacterales|f__Solibacteraceae	10	9	0	1	1	0	6	20	11	6	3	6	3	0	11	4	12	0	0	2	4	3	1	2	2	9	3	52	6	3	3	1	7	13	8	1	1	11	8	9
Acidimicrobiaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Acidimicrobiales|f__Acidimicrobiaceae	5	2	2	2	5	2	2	1	4	18	0	13	3	1	3	3	4	2	3	3	12	6	0	13	11	13	34	6	17	3	30	15	2	0	75	12	2	11	1	12
Acidothermaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Acidothermaceae	2	2	0	0	1	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	1	1	0	0	0	1	0	2	1	0	0	0	1	0	1	0	0	5	3	3
Actinomycetaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	77	34	22	36	10	5	83	3	9	31	14	43	53	20	38	11	53	10	28	25	10	115	18	62	61	13	35	34	87	30	30	11	12	65	12	15	144	23	72	50
Beutenbergiaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Beutenbergiaceae	4	0	0	0	2	0	16	2	2	2	1	37	0	1	0	1	3	0	4	0	3	0	0	0	1	6	0	1	8	0	3	0	0	0	0	2	0	5	0	4
Catenulisporaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Catenulisporaceae	6	17	5	7	6	3	12	2	2	12	1	17	7	13	8	12	15	1	6	6	1	23	3	8	2	5	2	10	39	8	6	3	3	6	4	7	7	7	7	6
Cellulomonadaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Cellulomonadaceae	23	3	1	4	4	2	6	1	2	17	12	27	10	6	12	12	10	2	0	11	8	14	2	4	6	24	3	9	14	2	4	5	4	12	0	17	6	11	4	20
Corynebacteriaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae	85	31	59	68	96	80	139	35	35	103	166	101	116	57	83	128	201	83	68	124	83	70	39	90	89	294	261	77	158	170	44	37	78	530	177	213	104	136	60	217
Dermabacteraceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermabacteraceae	1	3	3	3	0	0	6	0	1	2	5	7	4	0	3	2	4	0	3	1	6	1	1	8	1	11	3	2	5	0	3	4	2	0	1	5	0	2	2	7
Dermacoccaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermacoccaceae	17	1	1	1	1	1	3	0	0	11	4	2	8	2	1	6	8	0	6	0	1	0	0	1	1	5	6	2	8	1	4	3	5	8	2	3	1	8	3	5
Frankiaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Frankiaceae	37	8	5	2	6	2	19	2	0	21	0	67	7	6	24	3	13	7	5	8	2	6	3	11	13	10	2	9	12	4	15	7	8	9	7	10	2	9	3	6
Geodermatophilaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Geodermatophilaceae	4	5	8	7	3	0	8	36	37	11	1	5	4	1	11	2	14	1	0	4	5	6	0	4	6	2	5	8	4	1	8	4	3	8	2	3	0	6	8	8
Glycomycetaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Glycomycetaceae	2	2	0	5	3	3	2	1	0	2	0	3	3	3	0	1	1	6	2	2	2	0	0	9	0	8	1	6	15	1	2	1	0	1	2	4	3	1	0	0
Gordoniaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Gordoniaceae	6	2	5	3	80	0	2	7	5	6	4	38	4	1	2	3	11	2	2	0	16	0	4	1	0	41	19	2	5	1	38	44	89	16	29	16	4	72	1	19
Intrasporangiaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Intrasporangiaceae	0	1	3	0	2	0	1	2	0	2	0	7	0	0	0	8	2	1	0	0	2	7	1	7	9	4	2	3	5	0	0	2	3	0	0	1	0	0	2	3
Jonesiaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Jonesiaceae	0	1	2	1	1	0	2	0	0	7	0	0	1	0	2	0	0	1	0	0	0	0	3	0	2	1	0	2	0	1	1	1	0	3	1	8	1	1	2	7
Kineosporiaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Kineosporiaceae	17	3	4	1	1	2	7	0	0	4	1	1	2	0	1	0	5	0	0	0	6	1	1	4	7	6	5	2	8	1	1	3	1	9	1	3	2	5	11	12
Microbacteriaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae	352	163	3	8	13	6	24	24	34	20	4	92	13	6	31	19	15	4	4	21	14	20	8	14	24	31	17	19	37	6	12	11	4	24	18	17	12	27	15	28
Micrococcaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	406	86	48	44	139	35	46	33	34	56	300	174	119	44	48	246	174	38	38	26	467	138	45	135	37	325	124	288	219	59	147	262	110	78	43	288	49	169	46	96
Micromonosporaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micromonosporaceae	25	20	11	40	15	7	41	56	39	38	16	102	23	16	16	35	74	9	4	87	51	83	12	36	57	33	14	33	61	12	18	18	31	72	8	32	48	54	34	30
Mycobacteriaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Mycobacteriaceae	78	22	29	40	17	17	62	116	71	79	6	117	76	40	114	42	55	39	32	80	36	67	24	58	60	82	34	64	95	20	18	19	36	61	10	31	12	46	36	40
Nakamurellaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nakamurellaceae	1	0	0	1	0	0	1	9	20	6	4	0	0	1	1	7	3	3	0	0	3	0	1	1	0	4	0	1	3	0	3	0	0	0	0	1	1	5	0	6
Nocardiaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardiaceae	39	12	14	27	16	8	50	31	10	50	18	103	18	17	55	39	55	12	6	37	12	28	12	26	46	33	19	48	82	7	26	34	14	40	21	16	7	36	21	11
Nocardioidaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardioidaceae	12	2	1	22	1	2	4	25	35	4	0	28	7	1	9	45	4	3	11	10	6	0	1	5	26	1	7	7	11	2	5	5	8	3	3	3	1	4	1	4
Nocardiopsaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardiopsaceae	27	2	1	17	7	3	2	2	1	10	3	14	3	3	4	6	13	3	0	4	3	7	5	29	10	20	10	29	54	3	10	14	11	8	0	2	0	13	13	6
Promicromonosporaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Promicromonosporaceae	7	2	4	2	3	0	5	1	2	17	2	12	8	2	6	4	23	0	2	6	6	10	4	9	12	30	6	6	5	0	5	3	2	31	1	6	10	9	8	17
Propionibacteriaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae	34	20	30	35	12	53	56	36	17	31	80	67	32	21	20	44	48	13	26	72	53	40	29	76	47	116	49	32	68	33	23	35	18	76	18	65	25	77	25	124
Pseudonocardiaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Pseudonocardiaceae	50	17	9	18	11	3	22	78	72	20	1	55	15	33	35	42	40	9	11	71	6	30	18	28	32	36	13	27	67	11	26	40	9	23	17	51	10	36	14	8
Sanguibacteraceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Sanguibacteraceae	15	0	4	5	0	1	0	2	1	8	1	8	0	3	3	1	1	0	2	1	0	4	3	4	2	3	1	9	4	1	3	3	0	2	6	1	7	3	0	8
Segniliparaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Segniliparaceae	12	0	0	4	0	2	7	1	0	8	0	14	0	0	8	0	2	4	3	1	0	2	2	2	4	8	0	1	3	0	0	3	1	1	1	5	4	3	1	0
Streptomycetaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae	146	67	56	73	164	50	98	94	83	146	29	300	107	73	111	140	137	96	151	254	69	164	43	66	96	165	86	66	169	50	126	85	152	105	128	77	29	122	69	91
Streptosporangiaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptosporangiaceae	9	4	1	5	0	1	2	3	2	9	0	9	1	4	9	4	4	0	1	3	3	1	1	4	3	4	0	7	9	2	3	0	2	20	3	8	0	7	8	2
Thermomonosporaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Thermomonosporaceae	7	0	1	8	2	4	1	2	0	5	1	1	3	9	2	4	1	3	12	20	4	4	2	5	3	14	4	12	3	4	0	3	1	0	2	0	12	6	5	5
Tsukamurellaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Tsukamurellaceae	1	0	1	0	2	0	2	2	1	7	0	1	4	1	3	0	11	0	0	3	0	2	0	7	1	9	0	0	16	3	2	1	0	11	1	2	1	1	2	3
Bifidobacteriaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	4709	5958	7968	8317	13405	7436	6315	234	4574	6231	13568	7129	22468	2291	3115	16568	59488	7533	10384	27668	4237	7593	6576	15196	2341	32882	91473	5493	5203	25628	2446	2273	2905	141701	2997	4379	8949	5501	6903	16854
Coriobacteriaceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	4131	16314	1230	7822	2831	1956	3960	1375	891	1411	1897	9011	15072	4964	3509	1462	11176	9089	5339	3241	3536	2907	15750	2246	6529	3452	2287	2056	1992	6855	1312	484	1406	6453	1862	613	2611	9249	23111	9844
Rubrobacteraceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Rubrobacterales|f__Rubrobacteraceae	2	1	1	8	1	1	5	1	4	6	3	9	15	5	4	10	2	1	2	23	0	4	2	0	3	6	6	4	8	5	3	1	3	4	3	0	2	8	5	4
Conexibacteraceae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Solirubrobacterales|f__Conexibacteraceae	8	2	0	0	1	2	0	2	1	9	0	7	0	2	3	17	8	0	0	0	2	5	1	8	2	6	0	12	15	1	2	3	0	1	1	2	4	4	1	2
Aquificaceae	d__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae	2	1	0	4	1	3	9	0	0	3	1	1	9	1	2	4	18	0	0	2	5	7	1	4	1	4	6	6	10	0	1	1	8	0	0	1	13	0	8	11
Hydrogenothermaceae	d__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae	8	6	4	23	2	7	6	2	11	48	0	35	2	21	27	38	22	2	0	6	5	19	1	47	18	1	8	11	7	18	3	3	16	22	8	3	36	7	45	17
Desulfurobacteriaceae	d__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae	27	52	0	10	9	9	14	0	0	3	67	7	1	10	4	19	11	3	2	28	17	41	6	52	1	9	7	12	1	0	4	32	26	1	19	2	26	2	22	4
Chthonomonadaceae	d__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae	2	1	0	0	0	2	0	1	0	4	2	0	0	0	2	1	1	0	0	0	2	1	0	1	0	3	0	0	1	0	0	0	0	5	0	2	0	3	0	0
Bacteroidaceae	d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	700500	1472418	3280342	657781	612804	1962827	1607433	2721927	3209124	685465	4186318	734467	1675902	1260279	422228	1051003	549583	2132966	1479984	887541	570382	954581	1758228	811915	936211	91796	753284	737766	480938	2559785	124856	102917	508839	1214849	264193	88399	1571149	155956	1824896	893954
Porphyromonadaceae	d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	75655	136194	77380	74360	118384	177029	16554	412177	48632	99329	19966	37588	87115	98101	40426	90134	43544	379885	128067	66066	43529	204118	46048	78799	97837	51721	155927	195976	137043	75157	22669	23820	55013	21878	31038	16299	142352	75228	100085	24797
Prevotellaceae	d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	10901	3639	1143	1738	40713	1123	985	2441	1078	2115	628	19734	1694	1627	4905	2030	859	1284	1763	1219	34570	2234	2165	3515	1871	28502	19659	14444	895	633	44722	47425	47423	1760	43095	37518	2200	37613	1095	692
Rikenellaceae	d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	14494	165194	37169	63573	7345	8311	111910	47582	57337	184177	33825	55091	44127	62139	13306	50840	41530	8955	43150	156739	19139	133263	25120	93775	146343	16557	35208	53381	352124	44532	10957	23134	32336	40884	12780	26604	33615	61545	26517	20509
Amoebophilaceae	d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Amoebophilaceae	3	0	0	0	1	0	1	0	0	3	0	0	0	0	7	0	0	0	0	0	1	0	0	3	2	10	26	0	0	0	31	38	1	1	56	39	1	1	0	0
Cyclobacteriaceae	d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae	3	9	12	29	0	0	6	9	0	51	0	22	4	23	48	103	15	17	4	23	53	45	59	18	36	9	11	11	34	23	6	0	8	31	2	21	52	18	28	18
Cytophagaceae	d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae	275	152	76	109	268	73	216	249	179	156	41	120	172	162	158	161	91	112	232	185	238	502	126	112	252	175	193	360	245	127	342	395	146	139	273	195	79	186	93	56
Flammeovirgaceae	d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Flammeovirgaceae	7	1	5	1	5	0	2	0	0	2	17	4	0	5	3	10	14	21	15	0	7	2	0	3	3	9	0	3	10	0	6	7	8	7	10	10	5	7	3	29
Blattabacteriaceae	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Blattabacteriaceae	6	1	0	7	5	9	9	0	1	5	2	4	18	1	3	1	19	2	1	0	0	2	3	1	4	7	1	16	42	5	6	6	1	4	1	18	4	2	18	6
Cryomorphaceae	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Cryomorphaceae	29	7	11	38	5	23	6	29	7	64	6	49	6	53	72	132	48	7	5	9	61	72	76	32	85	22	66	14	19	8	14	8	20	82	4	7	105	44	33	43
Flavobacteriaceae	d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	936	212	140	202	372	1020	170	268	224	277	367	687	351	168	314	377	235	299	200	268	745	257	288	311	489	209	382	304	218	224	684	388	322	134	1941	253	259	214	446	170
Saprospiraceae	d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae	52	30	46	40	19	40	56	70	16	67	7	52	109	53	28	71	45	111	36	17	131	19	63	45	61	55	39	74	34	15	56	91	22	49	3	122	70	7	21	33
Sphingobacteriaceae	d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae	256	30	22	34	154	49	32	5	11	16	49	8	35	10	61	67	13	100	34	48	245	33	126	19	59	53	58	273	47	72	117	172	128	32	14	74	69	92	16	16
Rhodothermaceae	d__Bacteria|p__Bacteroidetes|o__Bacteroidetes_Order_II._Incertae_sedis|f__Rhodothermaceae	42	9	3	28	2	6	16	6	36	18	0	50	13	28	14	1	31	6	3	3	11	15	22	25	47	23	16	22	44	4	16	12	13	29	15	18	9	22	4	7
Caldisericaceae	d__Bacteria|p__Caldiserica|c__Caldisericia|o__Caldisericales|f__Caldisericaceae	1	1	0	2	1	4	1	1	0	6	66	9	2	0	0	6	1	5	2	1	0	6	1	0	3	1	3	8	0	2	0	0	6	2	1	0	0	2	0	4
Chlamydiaceae	d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae	1	0	10	1	0	8	0	0	2	32	0	0	0	0	24	2	2	0	1	0	0	0	0	6	0	1	0	5	10	3	0	1	0	1	1	0	4	4	33	16
Parachlamydiaceae	d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Parachlamydiaceae	4	0	1	2	0	2	0	3	1	7	3	0	0	0	1	0	0	3	0	0	2	0	2	0	0	0	0	1	12	1	0	1	3	0	1	0	5	1	1	1
Simkaniaceae	d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Simkaniaceae	5	0	0	0	0	0	0	0	0	1	0	0	6	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Waddliaceae	d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Waddliaceae	5	4	0	6	0	4	3	0	0	1	0	4	0	0	0	1	1	0	0	0	11	2	0	1	6	2	14	10	3	1	0	6	1	2	0	0	1	0	0	0
Chlorobiaceae	d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae	102	41	41	61	12	19	84	46	23	125	23	106	83	76	84	116	63	134	105	126	58	106	25	114	130	69	56	68	106	65	25	65	48	72	17	66	29	43	65	53
Anaerolineaceae	d__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae	1	0	5	0	0	0	4	0	0	3	10	12	0	0	5	14	8	30	1	4	2	3	3	7	1	1	2	1	1	2	8	2	1	4	0	1	2	3	1	2
Caldilineaceae	d__Bacteria|p__Chloroflexi|c__Caldilineae|o__Caldilineales|f__Caldilineaceae	3	3	5	8	2	0	31	2	0	4	6	1	2	0	23	3	7	0	1	1	0	2	0	8	25	0	3	6	8	3	4	2	2	1	3	7	1	5	3	6
Chloroflexaceae	d__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Chloroflexaceae	0	0	0	0	0	2	6	0	1	1	1	1	5	0	7	2	0	3	0	5	1	0	1	0	1	1	0	0	0	2	2	0	0	0	1	2	4	1	0	1
Roseiflexaceae	d__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Roseiflexaceae	6	15	1	8	11	8	15	0	0	13	0	18	12	7	5	7	18	1	20	26	5	7	13	8	4	12	2	2	29	13	7	4	4	25	10	3	4	25	10	8
Herpetosiphonaceae	d__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Herpetosiphonales|f__Herpetosiphonaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	2	6	0	45	1	11	0	0	0	3	0	0	3	10	2	0	0	1	0	0	0
Dehalococcoidaceae	d__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales|f__Dehalococcoidaceae	1	9	1	8	131	0	9	0	1	9	167	58	0	0	4	0	8	5	2	1	45	15	10	1	10	60	12	5	6	0	45	31	99	1	21	27	0	120	22	41
Sphaerobacteraceae	d__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Sphaerobacterales|f__Sphaerobacteraceae	8	0	1	1	2	0	3	1	0	7	0	7	6	4	5	8	4	3	1	1	0	2	1	3	4	8	4	5	5	3	0	3	1	0	2	6	0	5	3	0
Thermomicrobiaceae	d__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Thermomicrobiales|f__Thermomicrobiaceae	0	1	4	1	0	0	1	1	4	5	0	6	4	0	0	0	1	0	0	2	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Chrysiogenaceae	d__Bacteria|p__Chrysiogenetes|c__Chrysiogenetes|o__Chrysiogenales|f__Chrysiogenaceae	19	0	14	9	7	3	14	3	0	14	5	16	6	9	10	12	31	5	5	14	19	57	3	11	5	10	11	7	19	8	0	11	12	33	2	12	7	8	14	38
