taxa	taxonomy	081A	082A	083A	084A	085A	086A	091A	093A	094A	098A	099A	100A	101A	107A	108A	109A	10A	116A	118A	119A	11A	120A	13A	15A	18A	1A	20A	21A	24A	25A	28A	29A	31A	34A	35A	37A	39A	3A	6A	7A
Nitrosococcus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Nitrosococcus	0	0	0	33	1	0	1	3	0	31	0	8	2	27	0	1	2	7	0	18	0	2	0	14	4	8	0	2	1	0	0	2	1	0	1	6	0	7	0	1
Thiocystis	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thiocystis	7	3	1	3	5	0	0	0	1	7	1	0	4	3	10	3	6	1	1	4	1	4	4	4	0	10	2	5	17	1	1	2	0	2	0	2	0	2	2	1
Thioflavicoccus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thioflavicoccus	4	6	5	14	7	0	3	14	0	19	6	12	21	7	9	23	13	0	8	23	11	32	5	15	29	13	12	14	43	0	6	24	20	10	7	9	3	10	3	4
Alkalilimnicola	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Alkalilimnicola	8	1	6	4	3	2	12	2	0	11	0	37	2	2	6	10	6	7	0	2	4	3	4	6	8	3	4	3	13	0	1	6	6	5	8	12	7	8	7	7
Halorhodospira	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Halorhodospira	7	12	1	1	0	0	12	1	0	7	4	36	7	1	8	0	3	0	0	3	3	2	5	0	1	5	0	4	5	0	4	6	0	2	6	1	0	6	1	0
Spiribacter	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Spiribacter	7	1	5	3	0	1	6	1	3	16	0	13	1	8	10	0	1	0	0	1	1	6	0	2	19	16	0	4	23	0	4	6	2	0	0	3	4	2	3	1
Thioalkalivibrio	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Thioalkalivibrio	33	10	12	7	9	4	39	1	4	22	2	79	12	10	24	18	34	2	3	33	21	34	12	28	32	32	10	17	65	4	13	23	17	41	9	13	18	18	33	17
Halothiobacillus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Halothiobacillaceae|g__Halothiobacillus	14	0	2	2	0	0	12	2	0	7	4	40	30	2	9	1	8	4	2	2	36	0	0	1	3	5	0	5	1	2	3	0	2	9	1	33	16	2	3	16
Buchnera	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Buchnera	1	2	6	1	3	19	2	0	0	1	24	3	0	1	10	0	5	0	0	1	0	1	3	3	1	1	6	1	2	6	0	0	2	0	2	3	5	0	1	4
Candidatus_Blochmannia	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Candidatus_Blochmannia	1	0	0	0	2	1	2	0	0	0	0	0	0	0	2	1	0	0	0	1	4	0	3	1	0	1	0	1	0	0	5	6	4	2	9	3	2	0	0	4
Candidatus_Hamiltonella	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Candidatus_Hamiltonella	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	5	0	0	1	0	0	0	1	0	10	0	0	0	0	0	1	0	0	3	2	0	0	0	0
Candidatus_Moranella	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Candidatus_Moranella	0	0	0	0	0	0	0	0	0	1	0	0	0	16	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Riesia	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Candidatus_Riesia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Citrobacter	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter	15	35	54	204	165	33	1	11	492	57	27	18	16	328	53	3692	16	6	4	763	59	34	0	46	11	65	31	17	14	34	6	109	17	40	398	491	16	21	10	18
Cronobacter	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Cronobacter	55	10	48	2173	157	15	15	3	165	82	19	6	23	33	72	1112	38	5	8	72	181	58	10	129	9	238	74	85	53	18	23	127	25	26	18497	5927	38	28	18	18
Dickeya	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Dickeya	56	12	8	66	63	24	24	18	41	31	23	27	25	119	26	254	21	30	26	43	14	23	6	31	14	29	24	15	56	9	7	32	16	25	78	152	24	13	17	40
Edwardsiella	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Edwardsiella	8	10	3	229	30	9	8	1	35	18	8	28	3	60	236	194	7	2	0	41	13	38	18	19	17	32	3	9	19	33	5	30	4	3	68	95	3	9	12	5
Enterobacter	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter	1016	1486	920	6662	1835	204	29	51	6523	5275	621	80	72	3114	2411	132064	630	35	173	1766	19112	5807	41	8353	364	2863	339	888	3440	58	106	12273	292	504	48284	47310	368	1544	105	52
Erwinia	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Erwinia	5	7	20	175	49	12	10	11	69	28	11	9	17	42	48	333	10	43	1	39	23	18	8	24	39	34	28	7	4	5	14	43	16	14	147	182	9	2	31	14
Escherichia	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	10275	2293	6956	206209	3691	15416	751	14523	6200	14325	41559	8301	5700	727102	514506	10015	8130	25962	14041	371462	1247	11379	1259	24116	143	4646	22156	1206	779	12214	662	9204	7060	6937	75686	19520	11923	2545	14322	4146
Klebsiella	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	102	926	14678	11272	47349	43852	174	64	19992	1021	1380	77	234	20317	3456	82766	620	44	32	43472	45322	4146	9071	46601	24	62810	8674	4869	6348	528	332	190983	532	3941	222019	198715	516	6496	532	1930
Morganella	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Morganella	0	2	6	6	11	2	1	1	7	2	1	19	24	3	82	2295	4	2	0	3	7	4	3	4	30	90614	1	1	1	1	0	3	0	1	12	17	1	88	1	15
Pantoea	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea	8	9	37	47	47	6	14	4	71	36	13	34	19	166	17	308	4	13	3	32	45	17	6	15	11	30	6	6	7	11	3	26	7	26	123	184	8	6	6	11
Pectobacterium	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pectobacterium	52	6	5	77	28	10	2	19	56	55	7	21	1	36	60	290	37	3	0	59	23	33	41	40	31	56	13	59	16	10	0	43	14	51	95	199	47	11	0	23
Photorhabdus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Photorhabdus	20	18	4	11	147	1	2	11	5	6	1	12	1	6	2	18	13	6	2	33	1	13	10	2	17	39	32	17	0	1	64	110	90	14	110	87	16	100	10	5
Proteus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Proteus	0	0	14	6	2	2	0	0	1	3	1	0	0	0	0	13	3	42	1	3	1	2	0	11	0	656	3	0	7	0	5	43	103	0	2	80	0	0	2	4
Providencia	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Providencia	0	2	0	0	30	2	0	9	1	0	1	0	0	0	2	15	3	0	0	1	0	13	0	1	0	4	0	0	0	0	1	5	0	4	2	6	11	1	0	2
Rahnella	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Rahnella	12	8	4	8	13	9	5	1	64	13	3	7	8	17	10	173	6	4	4	35	104	13	3	18	4	29	8	2	6	1	20	14	6	5	63	98	6	11	2	0
Raoultella	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Raoultella	15	9	31	21	203	21	4	7	656	20	41	21	6	9	17	1306	0	2	1	43	86	146	2	494	7	29	16	8	10	17	5	38	13	2	217	251	12	150	3	2
Salmonella	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Salmonella	46	37	71	3491	323	274	17	28	603	206	357	1139	65	2348	2833	4463	37	172	55	781	172	115	49	315	10	206	361	50	34	33	18	820	42	114	1882	1432	89	59	2063	106
Serratia	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Serratia	18	24	32	147	177	11	9	23	140	43	19	13	35	23	36	800	19	6	15	57	82	43	12	59	36	69	33	22	53	15	20	71	18	19	264	360	18	26	12	23
Shigella	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Shigella	210	69	63	1540	47	207	10	30	171	281	1099	45	153	7536	4630	229	58	40	12	7891	22	134	31	292	4	103	370	31	18	162	8	165	67	197	1200	736	303	4	161	105
Shimwellia	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Shimwellia	0	7	2	13	36	7	3	1	35	10	6	1	4	6	227	178	3	3	0	16	5	4	0	19	4	14	7	3	2	3	0	25	2	2	98	119	0	7	1	3
Sodalis	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Sodalis	5	1	44	2394	21	1	7	1	2	18	2	7	7	3	55	19	2	5	2	7	3	7	5	30	6	80	42	21	3	0	3	21	7	0	3	5	26	0	2	14
Wigglesworthia	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Wigglesworthia	1	0	0	1	0	0	0	0	1	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0
Xenorhabdus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Xenorhabdus	6	7	13	38	3	6	0	3	5	10	0	22	3	4	8	16	8	1	1	5	3	5	4	10	8	13	4	0	3	3	1	2	5	4	53	22	1	8	7	0
Yersinia	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia	3	3	13	22	8	16	0	7	21	33	8	13	23	13	102	128	3	7	3	25	7	17	5	22	9	18	16	4	4	35	0	7	1	5	34	59	3	2	35	2
Coxiella	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Coxiella	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	13	0	3	0	0	0	0	0	0	0	3	0	0
Legionella	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella	0	2	1	0	0	0	0	1	1	0	0	3	0	0	2	1	1	0	1	0	0	2	2	0	0	4	0	0	0	1	1	0	0	0	0	3	0	0	2	3
Methylococcus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylococcus	0	3	2	7	2	2	2	1	2	0	3	4	1	1	1	8	6	1	1	2	10	3	7	0	1	4	2	7	16	2	2	2	0	0	5	3	14	1	1	6
Methylomicrobium	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomicrobium	6	0	1	2	0	0	3	4	1	7	0	4	2	1	0	4	5	4	1	3	0	2	0	1	2	1	3	3	0	1	1	0	4	1	0	1	0	2	2	0
Methylomonas	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomonas	9	0	1	0	0	0	0	12	0	0	0	1	0	6	0	7	4	2	1	11	2	7	0	0	8	1	1	0	0	1	0	1	0	3	1	0	6	1	11	2
Alcanivorax	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax	4	2	1	1	2	1	0	0	1	4	1	4	2	1	1	3	4	0	0	1	2	4	0	2	0	3	0	5	7	1	0	3	2	2	5	2	2	0	0	2
Kangiella	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Kangiella	5	0	0	1	0	0	1	0	6	0	0	5	0	0	6	1	4	2	0	0	1	10	0	3	3	12	0	0	0	0	0	1	0	0	0	0	4	0	0	0
Hahella	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Hahellaceae|g__Hahella	0	0	9	1	0	0	0	2	0	5	0	4	1	0	0	2	0	0	2	1	0	0	0	12	1	1	3	0	5	1	7	0	1	0	2	0	0	3	0	0
Candidatus_Carsonella	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Candidatus_Carsonella	0	0	0	1	0	0	3	0	0	3	1	1	0	0	1	0	3	0	0	0	1	0	0	1	0	0	0	3	0	0	0	1	0	0	0	2	1	0	0	1
Candidatus_Portiera	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Candidatus_Portiera	1	1	0	1	0	0	1	5	0	0	0	0	0	0	0	0	1	1	0	4	0	1	0	0	0	3	0	1	1	0	0	0	0	0	0	0	1	0	0	0
Chromohalobacter	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Chromohalobacter	3	1	1	2	3	0	0	0	1	2	4	0	6	0	1	14	7	0	6	1	0	5	2	1	16	1	10	3	23	0	1	0	6	5	1	1	6	5	1	0
Halomonas	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas	3	5	9	17	0	0	6	15	5	17	0	10	1	14	12	20	4	0	3	30	1	22	14	2	16	12	4	21	16	1	14	3	3	3	0	8	5	6	6	2
Marinomonas	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinomonas	2	1	6	21	0	6	4	0	0	22	0	35	1	24	1	3	4	0	1	2	2	3	4	13	23	31	0	0	0	0	1	2	9	35	1	23	3	3	0	23
Thalassolituus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Thalassolituus	0	0	0	13	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	1	0	3	0	3	0	0	1	0	0	0	0	0	1	1	0	0	0	0
Actinobacillus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus	3	40	74	7	13	89	20	63	20	13	14	12	44	18	3	30	49	9	12	7	5	12	10	38	10	11	7	28	5	9	12	7	5	40	12	25	4	2	7	10
Aggregatibacter	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter	10	8	291	4	3	215	2	4	41	15	39	3	0	0	33	287	176	1	1	0	10	51	30	178	3	91	41	27	12	6	13	93	21	104	35	146	0	4	3	36
Basfia	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Basfia	2	2	26	0	0	11	1	2	2	1	6	0	14	3	2	6	11	0	5	0	0	1	2	10	2	63	1	3	0	9	0	5	8	7	6	74	18	2	1	1
Bibersteinia	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Bibersteinia	4	2	8	0	0	10	0	0	0	1	19	0	4	0	1	9	8	3	7	0	55	4	5	13	3	6	14	5	0	0	0	4	1	7	4	24	0	0	1	6
Gallibacterium	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Gallibacterium	0	0	15	0	1	5	0	2	0	0	1	1	0	0	0	6	7	0	0	1	3	1	0	5	0	3	1	1	0	0	4	3	0	6	0	3	1	0	0	6
Haemophilus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	593	371	23997	56	145	10116	58	2	1469	821	3569	73	56	42	50	9601	13504	65	25	26	377	1217	2467	10480	83	4726	787	1684	349	652	769	1920	251	4546	931	9876	77	505	149	1948
Histophilus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Histophilus	48	29	25	28	160	33	99	40	11	51	21	130	44	27	56	17	68	61	35	185	55	29	33	45	63	112	38	58	85	12	109	86	134	18	42	83	79	167	27	52
Mannheimia	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Mannheimia	4	3	18	4	1	8	1	3	2	1	8	0	0	0	0	15	16	0	1	1	2	7	1	11	0	7	1	2	0	4	4	4	1	10	3	14	0	5	1	4
Pasteurella	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Pasteurella	1	4	34	1	0	15	5	57	5	2	11	1	0	0	20	28	22	0	4	0	3	4	6	18	0	72	1	3	0	9	1	7	0	21	5	71	1	5	1	8
Acinetobacter	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	1	5	118	130	3	2	2	5	4	2	3	3	0	1	2	19	2	2	1	2	2	7	1	24	6	9	10	4	27	11	3	6	3	3	115	132	3	8	5	7
Moraxella	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Moraxella	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
Psychrobacter	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter	3	3	14	18	0	2	2	15	6	19	1	21	0	4	55	67	2	0	2	0	10	6	11	16	15	5	4	6	3	4	3	3	13	10	74	2	18	3	7	11
Azotobacter	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Azotobacter	9	0	2	1	8	0	5	3	1	2	13	5	5	2	27	15	6	2	0	2	2	6	1	4	8	4	5	9	11	1	4	2	5	3	3	4	1	4	5	3
Cellvibrio	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Cellvibrio	1	0	0	0	1	0	1	0	1	1	0	2	0	0	2	8	0	1	0	2	0	2	0	0	0	0	0	0	1	0	2	1	0	0	0	1	0	1	0	0
Pseudomonas	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas	228	70	56	291	228	30	124	73	94	201	34	252	91	109	190	412	212	57	65	198	185	223	266	262	292	269	195	221	290	114	206	184	160	141	702	669	216	208	104	165
Francisella	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Francisella	14	5	7	16	2	4	14	2	2	8	4	10	17	10	7	19	5	3	9	10	6	8	2	10	11	22	3	14	17	9	3	8	8	10	11	22	14	2	18	6
Cycloclasticus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Cycloclasticus	3	2	3	1	0	0	1	0	2	0	0	1	0	1	0	1	0	0	0	2	2	0	3	0	1	1	0	0	1	0	0	0	1	3	1	1	0	1	1	1
Methylophaga	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Methylophaga	20	17	0	16	2	1	1	6	4	17	1	0	0	0	1	8	1	0	0	13	3	7	1	1	18	35	0	2	0	0	0	2	12	7	5	47	10	0	3	1
Thioalkalimicrobium	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Thioalkalimicrobium	2	2	6	9	3	1	1	0	0	4	0	9	0	2	2	3	0	0	8	0	0	2	1	5	6	10	6	1	2	3	1	1	1	1	1	18	1	1	2	4
Thiomicrospira	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Thiomicrospira	0	1	2	1	0	0	0	1	1	1	0	0	2	1	0	0	0	0	1	1	0	1	1	4	4	4	0	0	0	0	0	1	0	0	2	1	0	1	0	0
Aliivibrio	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Aliivibrio	0	1	7	5	10	6	7	0	0	3	2	4	0	1	4	7	10	0	2	0	2	5	0	3	5	7	1	1	2	3	0	1	2	9	1	19	2	2	3	3
Photobacterium	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Photobacterium	18	11	42	9	6	17	8	20	35	13	1	39	13	0	1	12	5	5	6	7	1	17	3	21	5	2	0	8	2	24	4	0	6	1	0	3	2	1	9	0
Vibrio	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio	31	25	42	31	16	34	38	20	48	81	67	46	23	40	112	152	43	15	13	50	10	57	75	57	46	74	36	37	52	17	18	25	38	67	26	79	53	21	22	50
Frateuria	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Frateuria	6	5	0	2	4	0	0	3	2	2	0	8	1	1	9	5	11	3	3	1	4	12	4	4	3	3	3	0	8	0	6	0	4	19	2	1	4	8	4	9
Pseudoxanthomonas	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas	5	17	0	7	5	1	12	1	0	11	0	18	8	4	17	12	8	4	3	7	8	11	1	9	22	13	2	8	25	5	3	6	6	19	4	6	4	9	2	10
Rhodanobacter	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Rhodanobacter	10	1	0	2	2	5	5	0	0	10	0	26	9	2	10	8	8	0	6	4	3	3	0	1	16	1	2	5	17	1	4	2	5	0	0	2	0	4	2	6
Stenotrophomonas	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas	11	5	1	1	3	2	4	4	4	5	1	4	13	1	19	4	5	2	5	4	3	6	16	3	14	3	9	4	8	2	14	11	3	1	208	14	41	14	4	1
Xanthomonas	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xanthomonas	61	8	12	2	16	1	17	11	5	11	12	33	23	11	16	26	17	13	17	14	12	14	6	12	10	13	7	55	15	8	15	11	14	21	6	13	7	11	6	9
Xylella	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xylella	68	1	0	0	0	2	1	9	2	3	2	0	0	0	0	5	1	0	0	0	70	0	2	3	0	21	4	84	8	14	27	3	0	2	2	9	3	4	0	4
Brachyspira	d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Brachyspiraceae|g__Brachyspira	199	154	141	251	107	108	234	22	7	231	127	146	78	65	97	80	580	34	64	214	118	326	150	126	81	118	66	261	280	66	94	72	108	423	84	164	95	99	159	363
Leptospira	d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Leptospiraceae|g__Leptospira	2	0	0	3	1	1	1	0	0	1	0	0	0	0	0	7	0	0	0	0	0	1	0	1	2	0	0	0	2	2	8	6	0	2	0	0	2	1	0	1
Turneriella	d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Leptospiraceae|g__Turneriella	8	0	0	1	0	0	1	0	1	2	0	0	1	2	2	2	1	0	0	0	3	3	1	5	1	1	2	0	8	0	0	0	1	1	2	6	0	1	2	6
Borrelia	d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Borrelia	4907	1958	0	15	1	1	1620	0	0	1836	1922	1	0	37	2	13	3	3473	5106	5348	5	4372	1	4	1	14	0	8	9	3	0	3	4	14	2	14	6	4	1	1
Sphaerochaeta	d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Sphaerochaeta	19	13	17	18	0	14	29	1	1	13	1	47	8	18	57	83	44	19	3	39	22	47	53	24	14	16	12	8	29	11	16	7	11	38	4	7	6	35	25	61
Spirochaeta	d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Spirochaeta	68	18	11	20	29	10	34	54	62	30	27	50	27	3	24	39	36	16	4	13	43	39	8	54	17	65	56	64	79	9	6	43	27	28	55	21	43	32	13	17
Treponema	d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema	288	153	69	150	62	61	138	27	27	117	112	160	106	74	82	76	191	45	122	66	65	124	51	291	126	147	53	150	233	48	70	51	64	148	49	73	118	97	165	70
Aminobacterium	d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Aminobacterium	1	7	1	3	0	0	7	0	0	4	2	1	0	1	1	0	5	7	0	0	0	1	0	1	9	3	11	1	2	0	5	0	1	3	1	3	0	3	0	0
Anaerobaculum	d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Anaerobaculum	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0	2	0	0	0
Fretibacterium	d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Fretibacterium	65	11	6	14	8	10	31	3	3	44	9	88	24	30	38	40	43	11	19	37	52	48	11	29	15	42	9	78	53	14	12	22	13	24	16	35	12	34	19	30
Thermanaerovibrio	d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Thermanaerovibrio	5	8	7	10	1	1	5	2	1	7	0	8	10	10	3	15	6	1	4	18	0	15	7	14	24	10	8	8	18	1	2	18	1	2	3	1	2	11	9	0
