sample	Puniceicoccaceae	Micrococcaceae	Moraxellaceae	Paenibacillaceae 1	Actinomycetaceae	Methylocystaceae	Acidaminococcaceae	Cytophagaceae	SAR11	Sphingomonadaceae	Dermabacteraceae	Methanobacteriaceae	Enterobacteriaceae	Campylobacteraceae	Aeromonadaceae	Ruminococcaceae	Bacillaceae 1	Vibrionaceae	Rhodospirillaceae	Pasteurellaceae	Nannocystaceae	Rubritaleaceae	Cyclobacteriaceae	Rhizobiales_incertae_sedis	Pseudonocardiaceae	Bacteriovoracaceae	Bacteroidales_incertae_sedis	Porphyromonadaceae	Rhizobiaceae	Cryomorphaceae	Cohaesibacteraceae	Coxiellaceae	Corynebacteriaceae	Kordiimonadaceae	Coriobacteriaceae	Desulfuromonadaceae	Francisellaceae	Colwelliaceae	Verrucomicrobiaceae	Hahellaceae	Flavobacteriaceae	Bifidobacteriaceae	Victivallaceae	Rikenellaceae	Flammeovirgaceae	Methylobacteriaceae	Burkholderiales_incertae_sedis	Streptococcaceae	Leptotrichiaceae	Parachlamydiaceae	Oxalobacteraceae	Comamonadaceae	Deferribacteraceae	Fusobacteriaceae	Rhodothermaceae	Shewanellaceae	Rhodocyclaceae	Desulfovibrionaceae	Chitinophagaceae	Intrasporangiaceae	Nitrosopumilaceae	Family II	Kiloniellaceae	Planctomycetaceae	Neisseriaceae	Erythrobacteraceae	Peptococcaceae 1	Aerococcaceae	Thiotrichales_incertae_sedis	Acanthopleuribacteraceae	Leuconostocaceae	Clostridiaceae 1	Clostridiaceae 2	Promicromonosporaceae	Prevotellaceae	Bacteroidaceae	Dietziaceae	Erysipelotrichaceae	Helicobacteraceae	Burkholderiaceae	Desulfobacteraceae	Microbacteriaceae	Brevibacteriaceae	Moritellaceae	Pseudomonadaceae	Piscirickettsiaceae	Cardiobacteriaceae	Bdellovibrionaceae	Mycoplasmataceae	Carnobacteriaceae	Halomonadaceae	Planococcaceae	Clostridiales_Incertae Sedis XIII	Rhodobacteraceae	Enterococcaceae	Acidimicrobiaceae	Staphylococcaceae	Saprospiraceae	Alteromonadaceae	Veillonellaceae	Chloroplast	Phycisphaeraceae	Aurantimonadaceae	Succinivibrionaceae	Sphingobacteriaceae	Hyphomicrobiaceae	Lactobacillaceae	Lachnospiraceae	Bradyrhizobiaceae	Clostridiales_Incertae Sedis XI	Alcaligenaceae	Thermaceae	Alcanivoracaceae	Synergistaceae	Caulobacteraceae	Incertae Sedis XI	Pseudoalteromonadaceae	Desulfobulbaceae	Brucellaceae	Sutterellaceae	Hyphomonadaceae	Eubacteriaceae	Peptostreptococcaceae	Oceanospirillaceae	Xanthomonadaceae	Bacillales_Incertae Sedis XI
B037A_1	0	2	0	0	0	0	2821	0	0	0	0	36	4595	2	0	7411	0	0	0	390	0	0	0	0	0	0	0	420	0	0	0	0	0	0	8	0	0	0	0	0	0	61	4	391	0	0	0	718	9	0	10	7	0	0	0	2	0	110	0	0	0	0	0	0	0	0	2	0	0	0	90	15	0	0	40033	1402	0	103	0	0	0	0	0	0	0	0	2	0	0	0	13	0	0	0	11	0	0	0	0	804	0	0	0	2846	0	0	86	5859	0	0	0	0	0	5	0	0	0	0	0	215	0	0	55	0	0	3
B118A_2	0	1	2	0	2	0	5577	0	0	0	0	0	1068	1	0	4672	0	2	0	4	4	0	1	0	0	2	0	1246	0	3	0	0	0	0	13	0	0	5	2	0	60	34	0	1427	0	0	0	49	0	0	0	0	0	4	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	379	49224	0	624	1	0	0	0	0	0	1	4	0	0	0	0	8	0	0	12	0	0	0	1	15	113	2	0	0	0	0	0	0	35991	1	0	0	0	0	0	0	0	2	0	0	7	0	0	64	30	0	0
B118A_1	0	1	2	0	2	0	5660	0	0	0	0	0	1069	1	0	4871	0	2	0	5	4	0	1	0	0	3	0	1444	0	3	0	0	0	0	14	0	0	5	2	0	62	36	0	1489	0	0	0	50	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	482	49209	0	678	1	0	0	0	0	0	2	5	0	0	0	0	8	0	0	12	1	0	0	1	16	113	2	0	0	0	0	0	0	37993	0	0	0	0	0	0	0	0	1	0	0	9	0	0	63	30	0	0
B108A_2	0	0	0	0	0	0	523	0	0	0	0	0	33599	6	0	11444	0	0	0	2	0	0	0	0	0	0	0	2541	1	0	0	0	0	0	233	0	0	0	0	0	0	41	0	2904	0	0	0	26	0	0	0	1	0	2	0	3	0	1273	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	259	32294	0	1255	0	0	0	0	0	0	0	0	0	0	0	1	6	0	10	0	0	0	0	0	0	14	1	0	0	7	0	0	0	9864	0	2	0	0	0	41	0	0	0	0	0	473	0	2	37	0	0	2
B108A_1	0	0	0	0	0	0	555	0	0	0	0	0	34374	6	0	11785	0	0	0	3	0	0	0	0	0	0	0	2727	1	0	0	0	0	0	236	0	0	0	0	0	0	42	0	2970	0	0	0	29	0	0	0	1	0	0	0	2	0	1315	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	326	32652	0	1307	0	0	0	0	0	0	0	0	0	0	0	0	7	0	12	0	0	0	0	0	0	15	1	0	0	9	0	0	0	10593	0	2	0	0	0	43	0	0	0	0	0	476	0	1	41	0	0	2
B037A_2	0	2	0	0	0	0	2686	0	0	0	0	36	4422	2	0	7276	0	0	0	382	0	0	0	0	0	0	0	386	0	0	0	0	0	0	10	0	0	0	0	0	0	58	4	369	0	0	0	745	9	0	10	12	0	0	0	2	0	89	1	0	0	0	0	0	0	0	2	0	0	0	86	14	0	0	39310	1360	0	100	0	0	0	0	0	0	0	0	2	0	0	0	13	0	0	0	13	0	0	0	0	760	0	0	0	2860	0	0	86	5580	0	0	0	0	0	4	0	0	0	0	0	215	0	0	48	0	0	2
107A_1	0	0	1	0	1	0	1136	0	0	0	0	0	26493	1	0	7170	0	0	0	1	0	0	0	0	0	0	0	891	0	0	0	0	0	0	12	0	0	0	0	0	0	2	0	593	0	0	0	4	0	0	0	0	0	2	0	1	0	298	0	0	0	0	0	0	0	0	0	0	0	0	1	45	0	0	778	19759	0	608	0	0	0	0	0	0	0	0	0	0	0	1	7	0	1	0	0	0	0	0	0	23	1	0	0	1	0	0	0	8691	0	0	0	0	0	0	0	0	0	0	0	133	0	0	36	0	0	0
B021A_2	0	0	0	0	0	0	158	0	0	0	0	13	268	2	0	7210	0	0	0	627	0	0	0	0	0	0	0	1380	0	0	0	0	0	0	103	0	0	0	0	0	0	180	0	803	0	0	0	73	1	0	2	25	0	4	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	3	101	0	0	20682	17186	0	128	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	1853	0	0	0	1	0	0	0	27365	2	1	1	0	0	1	0	0	0	0	0	1960	0	2	62	0	0	0
31A_2	0	0	1	0	3	0	562	0	0	0	0	10	169	0	0	10190	0	0	0	17	0	0	0	0	0	0	0	102	0	0	0	0	0	0	18	0	0	0	2	0	0	0	0	638	0	0	0	13	0	0	1	0	0	0	0	1	0	130	0	0	0	0	0	0	0	0	0	0	0	0	1	111	0	0	31179	5713	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2445	0	0	0	0	0	0	0	7327	0	0	0	0	0	8	0	0	0	0	0	20	0	2	50	0	0	0
13A_2	0	1	0	0	5	2	3	0	0	0	0	0	140	1	0	9378	0	0	0	90	0	0	0	0	0	0	0	661	0	0	0	0	0	0	13	0	0	0	0	0	0	126	0	995	0	0	0	156	0	0	0	0	0	1083	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	306	0	0	185	32188	0	728	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	0	2289	0	0	0	2	0	0	2	16856	0	0	0	0	0	0	0	0	0	0	0	60	0	3	166	0	0	2
B018A_2	0	0	10	0	14	0	3287	0	0	0	0	40	787	19	0	24377	0	0	0	6	0	0	0	0	0	0	0	5528	0	0	0	0	2	0	135	0	0	0	5774	0	1	64	1	6352	0	0	0	23	0	0	3	0	0	347	0	3	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	2667	41820	0	679	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	0	0	460	0	0	0	3	1	0	13	11243	1	26	0	0	0	49	0	1	0	0	0	145	0	0	54	0	1	8
B021A_1	0	0	0	0	0	0	160	0	0	0	0	13	323	2	0	7334	0	0	0	631	0	0	0	0	0	0	0	1475	0	0	0	0	0	0	108	0	0	0	0	0	0	190	0	834	0	0	0	69	1	0	2	29	0	4	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	3	105	0	0	21291	17945	0	148	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	1905	0	0	0	3	0	0	0	28265	1	1	1	0	0	0	0	0	0	0	0	1926	0	2	64	0	0	0
B018A_1	0	0	10	0	13	0	3371	0	0	0	0	40	827	19	0	24983	0	0	0	6	0	0	0	0	0	0	0	6329	0	0	0	0	2	0	128	0	0	0	5803	0	1	66	1	6608	0	0	0	25	0	0	3	0	0	348	0	2	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	2724	42677	0	769	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	479	0	0	0	5	1	0	17	11868	0	28	0	0	0	51	0	0	0	0	0	142	0	0	58	0	1	9
107A_2	0	0	0	0	1	0	1053	0	0	0	0	0	26328	1	0	7075	0	0	0	0	0	0	0	0	0	0	0	842	0	0	0	0	0	0	12	0	0	0	0	0	0	3	0	595	0	0	0	4	0	0	0	0	0	1	0	2	0	289	0	0	0	0	0	0	0	0	0	0	0	0	1	43	0	0	614	19512	0	583	0	0	0	0	0	0	0	0	0	0	0	1	5	0	2	0	0	0	0	0	0	21	1	0	0	0	0	0	0	8028	0	0	0	0	0	0	0	0	0	0	0	146	0	0	35	0	0	0
31A_1	0	0	1	0	4	0	590	0	0	0	0	10	173	0	0	10461	0	0	0	15	0	0	0	0	0	0	0	123	0	0	0	0	0	0	20	0	0	0	2	0	0	1	0	663	0	0	0	9	0	0	1	0	0	0	0	1	0	134	0	0	0	0	0	0	0	0	0	0	0	0	1	109	0	0	31809	6105	0	66	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2525	0	0	0	0	0	0	0	7780	0	0	0	0	0	8	0	0	0	0	0	3	0	2	39	0	0	0
13A_1	0	1	0	0	6	2	4	0	0	0	0	0	147	1	0	9480	0	0	0	87	0	0	0	0	0	0	0	742	1	0	0	0	0	0	13	0	0	0	0	0	0	128	0	1023	0	0	0	141	0	0	0	0	0	1092	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	309	0	0	214	32809	0	822	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	6	0	0	0	0	2389	0	0	0	2	0	0	2	17281	0	0	0	0	0	0	0	0	0	0	0	64	0	2	164	0	0	2
