sample	Pediococcus	Oribacterium	Erysipelotrichaceae_incertae_sedis	Clostridium sensu stricto	Haliscomenobacter	Oleibacter	Halomonas	Salinimonas	Enterorhabdus	Oxalobacter	Ochrobactrum	Allobaculum	Arcanobacterium	Herbaspirillum	Parvimonas	Sphingomonas	Succinivibrio	Cryptobacterium	Oscillibacter	Providencia	Dialister	Thalassomonas	Bacteriovorax	Hallella	Parasutterella	Paracoccus	Plesiomonas	Eubacterium	Tepidimonas	Lactonifactor	Butyricicoccus	Arsenicicoccus	Meiothermus	Polaribacter	Allomonas	Variovorax	Subdoligranulum	Veillonella	Lactococcus	Paraprevotella	Akkermansia	Phascolarctobacterium	Sporobacter	Aggregatibacter	Gordonibacter	Leptotrichia	Candidatus Pelagibacter	Geobacillus	Collinsella	Shewanella	Mobiluncus	Rikenella	Blastopirellula	Alishewanella	Aliivibrio	Oceanobacter	Vagococcus	Roseburia	Methanobrevibacter	Sarcina	Buttiauxella	Prevotella	Luteolibacter	Faecalibacterium	Pseudoalteromonas	Gaetbulibacter	Aerococcus	Proteus	Altererythrobacter	Neptunomonas	Formosa	Cerasicoccus	Anaerofustis	Aestuariibacter	Ruminococcus	Ralstonia	Parascardovia	Flavonifractor	Enterococcus	Acetitomaculum	Marinomonas	Anaerostipes	Finegoldia	Kocuria	Oligella	Robinsoniella	Cellulosilyticum	Methylobacterium	Pseudoramibacter	Neisseria	Comamonas	Isobaculum	Dorea	Anaerococcus	Lewinella	Marvinbryantia	Tatumella	Blautia	Vampirovibrio	Alloprevotella	Desulfopila	Desulfovibrio	Parabacteroides	Rubritalea	Gardnerella	Endozoicomonas	Acidovorax	Mesoflavibacter	Bacteroides	Psychrobacter	Alcanivorax	Olsenella	Parachlamydia	Basfia	Fangia	Serratia	Oceanicola	Vibrio	Acinetobacter	Clavibacter	Marinimicrobia_genera_incertae_sedis	Ponticaulis	Mannheimia	Marinobacterium	Anaeroglobus	Methylophaga	Coprobacillus	Martelella	Pseudomonas	Umboniibacter	Clostridium XI	Pantoea	Alistipes	Limnobacter	Flammeovirga	Pyramidobacter	Haliea	Holdemania	Stenotrophomonas	Cryptomonadaceae	Thiohalomonas	Pseudobutyrivibrio	Acetivibrio	Dolosigranulum	Morganella	Massilia	Shimwellia	Granulicatella	Kordia	Corallibacter	Eggerthella	Owenweeksia	Roseovarius	Salmonella	Psychrosphaera	GpIIa	Clostridium XIX	Oceanospirillum	Helicobacter	Alloscardovia	Enterobacter	Pasteurella	Naxibacter	Paenibacillus	Johnsonella	Anaerosporobacter	Odoribacter	Cellulosimicrobium	Shuttleworthia	Clostridium IV	Paralactobacillus	Lachnoanaerobaculum	Mitsuokella	Fusobacterium	Papillibacter	Devosia	Acanthopleuribacter	Hydrotalea	Mesonia	Colwellia	Cronobacter	Mycoplasma	Streptococcus	Paraeggerthella	Novispirillum	Butyricimonas	Gallibacterium	Enterovibrio	Marivita	Eikenella	Aquimarina	Pedobacter	Corynebacterium	Novosphingobium	Litoreibacter	Cloacibacterium	Anaerotruncus	Bulleidia	Kosakonia	Pseudoflavonifractor	Mucispirillum	Tannerella	Loktanella	Chryseobacterium	Peptostreptococcus	Scardovia	Rhodospirillum	Methanosphaera	Allisonella	Thalassobius	Peptoniphilus	Kordiimonas	Clostridium XlVa	Clostridium XlVb	Bacillariophyta	Macrococcus	Streptophyta	Bergeriella	Lonsdalea	Sporacetigenium	Synergistes	Roseivirga	Thioprofundum	Actinobacillus	Alteromonas	Atopobium	Shimia	Nitrosopumilus	Kandleria	Brevibacterium	Solobacterium	Thauera	Maricurvus	Peptococcus	Rhodopseudomonas	Anaerosinus	Cedecea	Ureaplasma	Francisella	Winogradskyella	Citrobacter	Eggerthia	Moryella	Phocaeicola	Clostridium XVIII	Cohaesibacter	Psychroserpens	Aureispira	Acetanaerobacterium	Chlorophyta	Dietzia	SR1_genera_incertae_sedis	Phaeobacter	Gemella	Lucibacterium	Catenibacterium	Sutterella	Laribacter	Moritella	Centipeda	Aeromonas	Lactobacillus	Enhydrobacter	Salinibacter	Parasporobacterium	Anaerosphaera	Niabella	Nannocystis	Actinomyces	Lishizhenia	Castellaniella	Coprococcus	Fulvivirga	Bradyrhizobium	Saprospira	Ilumatobacter	Staphylococcus	Flavobacterium	Neptuniibacter	Succinatimonas	Sneathia	Photobacterium	Rothia	Planctomyces	Mogibacterium	Tenacibaculum	Leuconostoc	Kiloniella	Thermus	Ensifer	Ekhidna	Meridianimaribacter	Cardiobacterium	Lachnospiracea_incertae_sedis	Cloacibacillus	Gp23	Megamonas	Gp22	Barnesiella	Brachymonas	Escherichia/Shigella	Phycisphaera	Haemophilus	Trabulsiella	Anaerorhabdus	Ruminococcus2	Ruegeria	Amphritea	Bifidobacterium	Turicibacter	Brevundimonas	Hymenobacter	Xylanibacter	Cyclobacterium	Hydrogenoanaerobacterium	Lutibacter	Howardella	Anaerofilum	Hespellia	Bilophila	Bacillus	Bizionia	Saccharibacteria_genera_incertae_sedis	Arcobacter	Lachnospira	Cetobacterium	Slackia	Acidaminococcus	Diplorickettsia	Clostridium III	Weissella	Gp5	Chelonobacter	Gp6	Campylobacter	Abiotrophia	Porphyromonas	Gp2	Gemmiger	Victivallis	Rhodopirellula	Crocinitomix	Lachnobacterium	Rhizobium	Anoxybacillus	Megasphaera	Selenomonas
B010A_2	0	3	0	773	0	0	1	0	0	0	0	0	2	0	1	0	0	0	128	0	344	10	4	0	744	0	0	0	0	0	187	0	0	0	0	0	3	509	6	0	3	205	9	0	0	1	0	0	59	1	0	0	0	0	0	16	0	10401	0	0	0	37	0	20506	3	0	2	0	0	2	0	0	1	0	1902	3	0	3	0	0	3	304	0	0	0	0	0	0	0	3	1	0	552	0	0	0	0	1393	0	2	0	0	198	0	0	0	0	1	14608	0	0	0	0	0	0	0	2	1	0	0	0	0	0	6	0	0	0	0	0	0	333	0	170	0	0	4	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	13	13	0	0	61	0	1	0	1	0	0	0	0	0	4	0	0	1329	0	0	21	2	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	375	113	0	2	3	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0	14	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	8	0	0	181	0	0	0	0	753	0	1	1	0	0	0	5	2	0	1642	0	0	0	0	0	6	22	0	0	0	10	0	0	4	1	3	0	0	1	0	1	534	3	0	17	0	71	0	305	0	489	0	0	523	1	0	355	10	0	0	0	0	0	0	0	0	3	11	0	0	1	13	1	0	0	0	0	0	5	2	0	0	4	0	0	0	124	0	0	0	0	0	0	3	0
B010A_1	1	2	0	931	0	0	2	0	0	0	0	0	2	0	1	0	0	0	137	0	363	10	4	0	740	0	0	0	0	0	238	0	0	0	0	0	17	612	6	0	3	219	4	0	0	1	0	0	63	2	0	0	0	0	0	16	0	10698	0	0	0	38	0	20547	3	0	2	0	0	2	0	0	1	0	1901	3	0	2	0	0	3	308	0	0	0	0	0	0	0	3	1	0	563	0	0	0	0	1536	0	2	0	0	210	0	0	0	0	1	15319	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	798	0	179	0	0	4	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	2	13	0	0	66	0	1	0	2	0	0	0	0	0	4	0	0	1310	0	0	21	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	447	132	0	2	3	0	0	0	0	0	0	9	3	0	0	0	0	0	0	3	0	20	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	8	0	0	184	0	0	0	0	865	0	1	0	0	0	0	5	2	0	1800	0	0	0	0	0	6	23	0	0	0	11	0	0	4	1	3	0	0	1	0	1	446	3	0	19	0	72	0	379	0	160	0	0	570	2	0	397	10	0	0	0	0	0	0	0	0	2	15	0	1	1	13	1	0	0	0	0	0	5	0	0	0	5	0	0	0	353	0	0	0	0	0	0	2	0
B119A_1	0	0	3	4	0	0	4	0	0	0	0	0	0	0	0	0	6	0	331	0	34	0	0	0	5	0	32	0	0	0	15	0	0	0	0	0	55	1135	2	0	0	2032	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	3517	0	0	0	157	0	11977	1	0	0	0	0	0	0	0	0	0	720	0	0	13	5	0	0	23	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	970	0	12	0	0	5002	0	0	0	0	0	27672	0	0	0	1	0	0	101	0	3	0	0	1	0	0	0	1	0	9	0	0	0	19	1	880	0	0	14	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	38	1	0	0	0	345	0	0	0	0	0	0	0	0	32	0	2	0	14	0	0	0	0	0	0	32	0	7	0	0	140	0	0	1	0	0	0	0	0	0	0	12	0	0	5	0	0	2	0	2	0	0	0	23	0	0	0	482	49	15	0	2	0	0	0	0	0	1	0	1	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	487	0	0	0	0	3	0	0	0	0	0	0	5	0	0	33	0	0	0	0	0	0	1	0	6	1	0	3	0	0	0	0	0	0	0	0	2	182	0	0	0	0	2	0	28777	0	1	0	0	96	0	0	237	0	0	0	0	0	0	0	0	0	0	142	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2446	0	0	0	0	0	0	0	0
15A_2	0	0	1	77	0	0	1	0	0	0	0	0	0	2	1	0	0	0	310	0	0	0	0	0	714	0	0	0	0	0	105	0	0	0	0	0	2	58	0	2	0	95	12	0	0	0	0	0	39	0	0	0	0	0	0	0	0	10378	0	0	0	52	0	10787	0	0	0	0	0	0	0	0	0	0	8758	0	0	7	0	0	0	92	0	0	0	2	0	0	0	0	0	0	458	0	0	0	0	1716	0	29747	0	1	810	0	0	0	0	0	23944	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	47	0	913	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	77	0	0	0	0	1	116	0	0	30	0	3	0	0	1	0	0	0	0	0	1	0	142	0	0	348	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	139	45	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1528	0	0	0	0	9	0	0	1	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	218	0	0	1357	0	546	0	488	0	127	0	1	290	0	0	267	10	0	0	0	0	0	0	0	0	1	124	0	0	0	0	0	0	2	87	0	0	5	0	0	0	2	0	0	0	41	1	0	0	0	0	0	0	0
B119A_2	0	0	3	2	0	0	2	0	0	0	0	0	0	0	0	0	6	0	317	0	32	0	0	0	5	0	14	0	0	0	4	0	0	0	0	0	24	1039	2	0	0	2002	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	3275	0	0	0	108	0	11946	1	0	0	0	0	0	0	0	0	0	718	0	0	12	5	0	0	23	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	894	0	10	0	0	3864	0	0	0	0	0	26989	0	0	0	1	0	0	38	0	2	0	0	1	0	0	0	1	0	8	0	0	0	18	0	842	0	0	13	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	37	3	0	0	0	343	0	0	0	0	0	0	0	0	32	0	2	0	10	0	0	0	0	0	0	30	0	7	0	0	137	0	0	1	0	0	0	0	0	0	0	11	0	0	5	0	0	1	0	2	0	0	0	23	0	0	0	443	49	15	0	1	0	1	0	0	0	1	0	2	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	473	0	0	0	0	2	0	0	1	0	0	0	4	0	0	30	0	0	0	0	0	0	1	0	6	1	0	3	0	0	0	0	0	0	0	0	2	178	0	0	0	0	5	0	24960	0	3	0	0	86	0	0	210	1	0	0	0	0	0	0	0	0	0	137	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	1	0	0	725	0	0	0	0	0	0	0	0
B116A_1	3	5	61	76	0	0	8	0	0	0	0	0	0	0	1	0	0	0	18	0	23	0	0	0	20	0	0	38	0	8	78	0	0	0	0	0	0	7938	2	1	1	4891	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	50	0	0	0	194	0	68	0	0	0	0	0	1	0	0	0	0	213	0	0	83	3	0	0	6	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	1827	0	3	0	4	177	0	0	2	0	0	5641	0	0	1	0	0	1	0	0	10	0	0	0	0	0	0	3	0	0	0	0	0	311	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	43	0	1	0	112	0	0	0	0	0	0	1	0	120	0	0	3	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	5143	437	0	0	27	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	99	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	271	0	0	0	0	0	0	14	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	9	0	0	0	0	0	0	168	0	0	13	0	5	0	19564	0	2	0	0	2428	0	0	1934	236	0	0	0	0	0	0	0	0	0	3147	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	1	1	0	0	0	0	0	0	70	0
086A_1	0	1	13	999	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	28	0	0	0	1114	0	0	2	0	0	295	0	0	0	0	0	0	381	0	0	11	27	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13924	0	0	0	443	0	13333	0	0	0	0	0	0	0	0	0	0	10	0	0	66	0	0	0	97	0	0	0	1	1	0	0	0	0	0	203	0	0	0	0	1039	0	11	0	0	583	0	0	0	0	0	33448	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	269	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	2	0	0	0	0	0	0	43	0	0	0	0	0	3	0	0	12	0	0	0	6	0	0	0	0	0	0	0	0	48	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	541	12	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	1	0	0	0	0	1	3	0	0	10	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	4	0	13	0	267	0	52	0	0	13	0	0	22	39	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0
086A_2	0	1	11	566	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	22	0	0	0	1087	0	1	2	0	0	312	0	0	1	0	0	0	317	0	1	11	25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11800	0	12	0	370	0	13136	0	0	0	0	0	0	0	0	0	0	9	0	0	60	0	0	0	84	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	839	0	16	0	0	351	0	0	0	0	0	31966	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	210	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	58	0	0	0	0	4	3	0	0	3	0	1	0	6	0	0	0	0	0	0	0	0	50	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	425	11	0	0	3	0	0	0	0	0	0	1	0	3	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	3	0	0	12	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494	0	0	3	0	11	0	214	0	115	0	0	5	0	0	23	41	0	0	0	0	0	0	0	0	1	2	0	0	1	0	3	0	1	0	0	0	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
084A_2	0	0	4	14	0	0	1	0	0	1	0	0	0	0	12	0	0	1	194	0	43	0	0	0	632	0	0	1	0	2	62	0	0	0	0	0	3	17	1	6	13	1480	23	0	1	0	0	0	4	1	0	0	0	0	0	0	0	9505	0	5	0	89	0	7327	0	0	0	0	0	0	0	0	0	0	3071	0	0	5	0	0	0	47	0	0	0	0	0	0	0	0	0	0	228	0	0	1	0	942	0	0	0	2	699	0	0	0	0	0	24923	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	33	0	863	0	0	10	0	12	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	18	113	0	0	113	0	0	0	28	0	0	0	0	0	0	1	0	13	0	0	182	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	279	95	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	284	0	0	82	0	9	0	5765	0	0	0	0	182	0	0	18	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	194	0	0	0	0	0	0	1	0
15A_1	0	0	1	119	0	0	1	0	0	2	0	0	0	0	1	0	0	0	273	0	1	0	0	0	712	0	0	1	0	0	103	0	0	0	0	0	3	59	0	1	0	45	9	1	0	0	0	0	44	0	0	0	0	0	0	0	0	11926	0	0	0	72	0	10717	0	0	0	0	0	0	0	0	0	0	10168	0	0	5	0	0	0	93	0	0	0	6	0	0	0	0	0	0	533	0	0	0	0	2126	0	26988	0	1	897	0	0	0	0	0	24397	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	55	0	946	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	53	0	0	0	0	1	114	0	0	27	0	3	0	0	1	0	0	0	0	0	0	0	133	0	0	351	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	142	50	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1475	0	0	1	0	8	0	0	0	0	0	0	3	0	0	317	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	209	0	0	1442	0	605	0	538	0	59	0	0	337	0	0	340	13	0	0	0	0	0	0	0	0	1	136	0	0	0	0	0	0	3	100	0	0	5	0	0	0	2	0	0	0	213	1	0	0	0	0	0	0	0
B085A_1	0	0	22	174	0	0	2	0	0	0	0	0	0	0	0	0	5	0	246	0	3491	0	0	0	732	0	0	3	0	0	27	0	0	0	0	0	0	46	0	11	2164	20	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	3387	0	0	0	33444	0	3459	0	0	0	0	0	0	0	0	0	0	7773	0	0	214	0	0	0	79	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	399	0	0	0	0	1145	0	0	0	0	0	16505	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	66	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	23	0	0	0	3	0	0	0	0	0	0	0	0	15	0	0	15	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	810	152	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	14	0	10	0	88	0	0	0	0	115	0	0	27	0	0	0	0	0	0	0	0	0	0	189	0	0	1	0	0	0	0	485	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0
B085A_2	0	0	20	146	0	0	2	0	0	0	0	0	0	0	0	0	4	0	229	0	3246	0	0	0	722	0	0	2	0	0	22	0	0	0	0	0	0	40	0	5	2156	18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3218	0	0	0	31544	0	3464	0	0	0	0	0	0	0	0	0	0	7200	0	0	216	0	0	0	77	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	350	0	1	0	0	738	0	0	0	0	0	16220	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	66	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	2	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	15	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	772	138	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	17	0	8	0	83	0	1	0	0	103	0	0	26	0	0	0	1	0	0	0	0	0	0	184	0	0	1	0	0	0	0	480	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0
1A_2	0	15	1	36	0	0	1	0	1	0	0	0	0	0	1	0	575	0	70	0	1849	0	0	0	3	0	0	2	0	1	27	0	0	0	0	0	2	262	0	282	52	589	25	0	0	0	0	0	166	1	1	0	0	0	0	0	0	3381	0	0	0	7283	0	8410	0	0	0	0	0	0	0	0	0	0	3425	0	1	20	0	1	0	63	6	2	0	0	0	0	0	0	0	0	1656	0	0	1	0	2959	0	0	0	188	640	0	0	0	0	0	1219	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	60	0	275	0	0	11	0	12	0	0	0	0	0	2	2295	0	0	7	0	0	0	0	0	1	0	0	11	0	0	11	128	0	0	0	0	30	17	0	0	76	0	2	0	15	0	0	0	0	0	0	1	0	9447	0	0	12	0	0	0	0	0	0	13	0	0	0	1	0	0	4	0	0	0	0	5	12	0	0	0	0	2	0	156	140	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	22	0	0	160	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	12	0	0	184	0	0	0	0	5621	0	0	0	0	0	0	52	0	0	1403	0	0	0	0	0	0	0	0	0	0	3	0	20	0	0	0	0	0	0	0	0	310	0	0	2776	0	15	0	274	0	75	0	0	1036	0	0	555	2	0	0	0	0	0	0	0	0	3	29	0	0	0	0	0	0	13	0	0	0	0	3	0	0	1	0	0	0	30	0	0	0	0	0	0	3	6
1A_1	0	15	2	43	0	0	1	0	1	0	0	0	0	0	1	0	570	0	74	0	1894	0	0	0	3	0	0	2	0	1	36	0	0	0	0	0	3	297	0	281	51	594	3	0	0	0	0	0	173	0	1	0	0	0	0	0	0	3408	0	0	0	7670	0	8270	0	0	0	0	0	0	0	0	0	0	3380	0	2	15	0	0	0	59	6	2	0	4	0	0	0	0	0	0	1702	0	0	1	0	3199	0	0	0	207	688	0	0	0	0	0	1344	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	75	0	280	0	0	11	0	12	0	0	0	0	0	2	2183	0	0	8	0	0	0	0	0	6	0	0	3	0	0	10	104	0	0	0	0	12	17	0	0	46	2	2	0	20	0	0	0	0	0	0	1	0	8058	0	0	12	0	0	0	0	0	0	15	0	0	0	1	0	0	5	0	0	0	0	6	12	0	0	0	0	2	0	103	132	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	22	0	0	191	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	13	0	0	178	0	0	0	0	5134	0	0	0	0	0	0	50	0	0	1442	0	0	0	0	0	0	0	0	0	0	3	0	21	0	0	0	0	0	0	0	0	339	0	0	2748	0	28	0	293	0	22	0	0	1093	0	0	589	2	0	0	0	0	0	0	0	0	1	33	0	0	0	0	0	0	12	1	0	0	0	0	0	0	1	0	0	0	93	0	0	0	0	0	0	3	9
B120A_1	0	0	24	1	0	0	9	0	0	2	0	12	0	0	0	0	0	0	536	0	1740	1	0	0	2143	0	0	2	0	2	59	0	0	0	0	0	13	6	0	8	377	1996	15	0	2	0	0	0	91	2	0	2	0	0	0	0	0	1562	0	0	0	369	0	6298	0	0	0	0	0	0	0	0	1	0	1252	0	0	101	1	0	0	178	0	0	0	1	0	0	0	0	24	0	310	0	0	0	0	729	0	20	0	1	1327	0	0	0	0	0	50888	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	18	0	4695	0	8	0	0	37	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	27	0	12	0	5	0	0	0	0	0	445	0	0	631	0	1	0	209	0	0	0	0	0	0	1	0	71	0	0	1	0	1	0	0	1	0	0	0	0	0	32	0	0	21	2	0	0	0	0	0	0	0	84	0	0	0	392	254	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	1	0	8	0	0	3	0	0	0	0	0	0	2	0	0	125	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	382	3	0	3	0	1545	0	303	0	0	0	0	407	0	0	152	5	0	0	0	0	1	1	0	0	0	335	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	6	0	221	0	0	0	0	0	0	0	0
