sample	Pediococcus	Oribacterium	Erysipelotrichaceae_incertae_sedis	Clostridium sensu stricto	Haliscomenobacter	Oleibacter	Halomonas	Salinimonas	Enterorhabdus	Oxalobacter	Ochrobactrum	Allobaculum	Arcanobacterium	Herbaspirillum	Parvimonas	Sphingomonas	Succinivibrio	Cryptobacterium	Oscillibacter	Providencia	Dialister	Thalassomonas	Bacteriovorax	Hallella	Parasutterella	Paracoccus	Plesiomonas	Eubacterium	Tepidimonas	Lactonifactor	Butyricicoccus	Arsenicicoccus	Meiothermus	Polaribacter	Allomonas	Variovorax	Subdoligranulum	Veillonella	Lactococcus	Paraprevotella	Akkermansia	Phascolarctobacterium	Sporobacter	Aggregatibacter	Gordonibacter	Leptotrichia	Candidatus Pelagibacter	Geobacillus	Collinsella	Shewanella	Mobiluncus	Rikenella	Blastopirellula	Alishewanella	Aliivibrio	Oceanobacter	Vagococcus	Roseburia	Methanobrevibacter	Sarcina	Buttiauxella	Prevotella	Luteolibacter	Faecalibacterium	Pseudoalteromonas	Gaetbulibacter	Aerococcus	Proteus	Altererythrobacter	Neptunomonas	Formosa	Cerasicoccus	Anaerofustis	Aestuariibacter	Ruminococcus	Ralstonia	Parascardovia	Flavonifractor	Enterococcus	Acetitomaculum	Marinomonas	Anaerostipes	Finegoldia	Kocuria	Oligella	Robinsoniella	Cellulosilyticum	Methylobacterium	Pseudoramibacter	Neisseria	Comamonas	Isobaculum	Dorea	Anaerococcus	Lewinella	Marvinbryantia	Tatumella	Blautia	Vampirovibrio	Alloprevotella	Desulfopila	Desulfovibrio	Parabacteroides	Rubritalea	Gardnerella	Endozoicomonas	Acidovorax	Mesoflavibacter	Bacteroides	Psychrobacter	Alcanivorax	Olsenella	Parachlamydia	Basfia	Fangia	Serratia	Oceanicola	Vibrio	Acinetobacter	Clavibacter	Marinimicrobia_genera_incertae_sedis	Ponticaulis	Mannheimia	Marinobacterium	Anaeroglobus	Methylophaga	Coprobacillus	Martelella	Pseudomonas	Umboniibacter	Clostridium XI	Pantoea	Alistipes	Limnobacter	Flammeovirga	Pyramidobacter	Haliea	Holdemania	Stenotrophomonas	Cryptomonadaceae	Thiohalomonas	Pseudobutyrivibrio	Acetivibrio	Dolosigranulum	Morganella	Massilia	Shimwellia	Granulicatella	Kordia	Corallibacter	Eggerthella	Owenweeksia	Roseovarius	Salmonella	Psychrosphaera	GpIIa	Clostridium XIX	Oceanospirillum	Helicobacter	Alloscardovia	Enterobacter	Pasteurella	Naxibacter	Paenibacillus	Johnsonella	Anaerosporobacter	Odoribacter	Cellulosimicrobium	Shuttleworthia	Clostridium IV	Paralactobacillus	Lachnoanaerobaculum	Mitsuokella	Fusobacterium	Papillibacter	Devosia	Acanthopleuribacter	Hydrotalea	Mesonia	Colwellia	Cronobacter	Mycoplasma	Streptococcus	Paraeggerthella	Novispirillum	Butyricimonas	Gallibacterium	Enterovibrio	Marivita	Eikenella	Aquimarina	Pedobacter	Corynebacterium	Novosphingobium	Litoreibacter	Cloacibacterium	Anaerotruncus	Bulleidia	Kosakonia	Pseudoflavonifractor	Mucispirillum	Tannerella	Loktanella	Chryseobacterium	Peptostreptococcus	Scardovia	Rhodospirillum	Methanosphaera	Allisonella	Thalassobius	Peptoniphilus	Kordiimonas	Clostridium XlVa	Clostridium XlVb	Bacillariophyta	Macrococcus	Streptophyta	Bergeriella	Lonsdalea	Sporacetigenium	Synergistes	Roseivirga	Thioprofundum	Actinobacillus	Alteromonas	Atopobium	Shimia	Nitrosopumilus	Kandleria	Brevibacterium	Solobacterium	Thauera	Maricurvus	Peptococcus	Rhodopseudomonas	Anaerosinus	Cedecea	Ureaplasma	Francisella	Winogradskyella	Citrobacter	Eggerthia	Moryella	Phocaeicola	Clostridium XVIII	Cohaesibacter	Psychroserpens	Aureispira	Acetanaerobacterium	Chlorophyta	Dietzia	SR1_genera_incertae_sedis	Phaeobacter	Gemella	Lucibacterium	Catenibacterium	Sutterella	Laribacter	Moritella	Centipeda	Aeromonas	Lactobacillus	Enhydrobacter	Salinibacter	Parasporobacterium	Anaerosphaera	Niabella	Nannocystis	Actinomyces	Lishizhenia	Castellaniella	Coprococcus	Fulvivirga	Bradyrhizobium	Saprospira	Ilumatobacter	Staphylococcus	Flavobacterium	Neptuniibacter	Succinatimonas	Sneathia	Photobacterium	Rothia	Planctomyces	Mogibacterium	Tenacibaculum	Leuconostoc	Kiloniella	Thermus	Ensifer	Ekhidna	Meridianimaribacter	Cardiobacterium	Lachnospiracea_incertae_sedis	Cloacibacillus	Gp23	Megamonas	Gp22	Barnesiella	Brachymonas	Escherichia/Shigella	Phycisphaera	Haemophilus	Trabulsiella	Anaerorhabdus	Ruminococcus2	Ruegeria	Amphritea	Bifidobacterium	Turicibacter	Brevundimonas	Hymenobacter	Xylanibacter	Cyclobacterium	Hydrogenoanaerobacterium	Lutibacter	Howardella	Anaerofilum	Hespellia	Bilophila	Bacillus	Bizionia	Saccharibacteria_genera_incertae_sedis	Arcobacter	Lachnospira	Cetobacterium	Slackia	Acidaminococcus	Diplorickettsia	Clostridium III	Weissella	Gp5	Chelonobacter	Gp6	Campylobacter	Abiotrophia	Porphyromonas	Gp2	Gemmiger	Victivallis	Rhodopirellula	Crocinitomix	Lachnobacterium	Rhizobium	Anoxybacillus	Megasphaera	Selenomonas
B100A_1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	311	0	6677	0	0	0	3283	0	0	0	0	0	174	0	0	0	0	0	7	14	0	5	28	3415	8	0	0	0	0	0	1	2	0	0	1	0	0	0	0	1660	0	0	0	35731	0	1700	0	0	0	0	0	0	0	0	0	0	983	0	0	19	1	0	0	117	0	0	0	0	0	0	0	0	0	0	248	0	1	0	0	541	0	10	0	0	236	0	0	0	0	0	11914	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	21	0	1872	0	1	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	33	0	1	0	17	0	0	1	0	0	0	1	0	21	0	3	2	0	0	0	0	0	0	0	0	1	0	2	0	0	31	0	0	0	0	0	0	0	0	0	0	0	1	279	169	6	0	5	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	10	1	0	0	0	0	1	2	0	0	1639	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	1	2	1	7	0	1228	0	0	0	0	123	0	0	27	2	0	0	0	0	0	2	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0
21A_1	0	1	23	327	0	0	3	0	0	9	0	0	0	0	0	0	0	0	1142	0	2560	0	0	7	743	0	0	0	0	0	130	0	0	0	0	0	7	158	1	0	1	294	16	0	0	0	0	0	240	1	0	0	0	0	0	0	0	4027	51	1	0	25895	0	16047	0	0	0	0	0	0	0	0	1	0	3332	0	0	42	0	0	0	115	0	0	0	0	1	0	0	0	0	0	598	0	0	0	0	485	0	9	0	15	1781	0	0	0	0	0	35524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	67	0	2903	0	0	0	0	57	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1069	0	0	1556	0	0	0	3	0	0	0	0	0	0	0	0	39	0	0	683	0	0	0	0	0	0	0	0	0	0	17	0	0	37	0	0	0	0	1	0	0	0	0	0	0	0	343	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	1	2240	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1384	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	0	0	0	0	0	0	285	15	0	655	0	0	0	98	0	7	0	0	661	0	0	213	6	0	0	0	0	2	0	0	2	0	305	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	66	12	0	0	0	0	0	0	0
B100A_2	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	357	0	6329	0	0	2	3338	0	0	0	0	0	157	0	0	0	0	0	0	15	0	4	29	3336	18	0	0	0	0	0	1	2	0	0	1	0	0	0	0	1600	0	0	0	33904	0	1718	0	0	0	0	1	0	0	0	0	0	1019	0	0	23	1	0	0	118	0	0	0	0	0	1	0	0	0	0	255	0	1	0	0	507	0	12	0	0	127	0	0	0	0	0	11414	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	18	0	1811	0	1	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	41	0	1	0	17	0	0	1	0	0	0	1	0	22	0	3	2	0	0	0	0	0	0	0	0	1	0	2	0	0	22	0	0	0	0	0	0	0	0	0	0	0	1	282	160	6	0	5	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	11	1	0	0	0	0	0	2	0	0	1487	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	1	5	1	6	0	1120	0	0	0	0	109	0	0	23	2	0	0	0	0	0	2	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0
21A_2	0	1	22	194	0	0	3	0	0	5	0	0	0	0	0	0	0	0	1080	0	2402	0	0	40	718	0	0	0	0	0	121	0	0	0	0	0	0	136	1	0	1	272	20	0	0	0	0	0	224	2	0	0	0	0	0	0	0	3488	52	0	0	20877	0	16656	0	0	0	0	0	0	0	0	1	0	2818	0	0	41	0	0	0	99	0	0	0	0	1	0	0	0	0	0	523	0	0	0	0	415	0	12	0	13	1583	0	0	0	0	0	33592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	42	0	2779	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	1079	0	0	1277	0	0	0	3	1	0	0	0	0	0	0	0	44	0	0	662	0	0	0	0	0	0	0	0	0	0	14	0	0	34	0	0	0	0	1	0	0	0	2	0	0	0	274	196	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	2279	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1138	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	335	13	0	606	0	0	0	84	0	24	0	1	525	0	0	181	6	0	0	4	0	3	0	0	0	0	294	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0
083A_2	0	1	18	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	3471	0	0	0	0	3	5	0	0	0	0	0	0	3	1	1	0	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4184	0	0	0	8	0	12411	0	0	0	0	0	0	0	0	0	0	219	0	0	47	0	0	0	187	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	1139	0	1	0	0	57	0	0	0	0	0	34329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	323	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	17	0	0	6	0	1	0	10	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	84	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	5	0	45	0	51	0	0	25	0	0	354	10	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
7A_2	0	0	12	394	0	0	0	0	0	0	0	0	0	0	2	0	0	0	84	0	1	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	4	89	1	1410	0	613	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	10226	0	4	0	150	0	40257	0	0	0	0	0	0	0	0	0	0	6280	0	0	12	0	0	0	679	0	0	0	0	0	0	0	10	0	0	577	0	0	1	0	4847	0	38	0	0	147	0	0	0	0	0	31443	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	80	0	104	0	0	1	0	18	0	0	0	0	0	0	0	0	0	2	0	0	20	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	25	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	4334	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	26	0	0	0	171	32	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	1	0	0	111	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	33	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	1052	0	0	1	0	169	0	122	0	29	0	0	1598	0	0	23	21	0	0	0	0	0	0	0	0	1	33	0	0	3	0	6	0	0	0	0	0	0	2	0	0	1	1	0	0	72	0	0	0	0	0	0	2	0
120A_1	0	0	13	45	0	0	3	0	0	11	0	0	0	0	9	0	0	0	267	5	494	0	0	0	2228	0	0	1	0	0	18	0	0	0	0	0	16	17	7	5	5	2166	0	0	1	0	0	0	49	1	0	0	0	0	0	0	0	2993	0	0	0	143	0	15738	0	0	0	0	0	0	0	0	1	0	598	0	0	24	0	0	0	91	0	0	0	2	0	0	0	1	0	0	136	0	0	0	0	1091	0	0	0	0	3273	0	1	0	0	0	38529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	7	0	2693	0	0	1	0	54	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	112	0	0	0	15	0	0	0	0	0	465	0	0	123	0	2	0	640	0	0	0	0	0	0	1	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	15	0	0	0	0	0	0	0	0	74	0	0	0	644	223	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	17	1	0	0	0	0	0	0	3	0	0	73	0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	0	0	0	0	434	0	0	17	0	396	0	245	0	10	0	0	335	0	0	50	4	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	475	0	0	0	0	0	0	4	0
7A_1	0	3	12	573	0	0	2	0	0	0	0	0	0	0	2	0	0	0	77	0	1	0	0	0	1	0	0	1	0	0	179	0	0	0	0	0	8	95	1	1418	0	666	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	11897	0	0	0	190	0	40366	0	0	0	0	0	0	0	0	0	0	6870	0	0	13	0	0	0	718	0	0	0	0	0	0	0	11	0	0	686	0	0	2	0	5702	0	29	0	0	162	0	0	0	0	0	32422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	90	0	108	0	0	1	0	18	0	0	0	1	0	0	0	0	0	2	0	0	19	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	25	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	3640	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	27	0	0	0	200	34	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	1	0	1	116	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	1	0	0	0	0	0	0	38	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	911	0	0	1	0	181	0	139	0	6	0	0	1862	0	0	31	22	0	0	0	0	0	0	0	0	0	33	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	338	0	0	0	0	0	0	2	0
083A_1	0	2	22	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	3515	0	0	0	0	3	19	0	0	0	0	0	0	3	1	1	0	1118	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4885	0	0	0	9	0	12594	0	0	0	0	0	0	0	0	0	0	265	0	0	52	0	0	0	215	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	1493	0	0	0	0	82	0	0	0	0	0	35729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	343	0	0	2	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	18	0	0	8	0	1	0	13	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	102	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	4	0	62	0	19	0	0	34	0	0	424	11	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
120A_2	0	0	11	41	0	0	3	0	0	5	0	0	0	0	9	0	0	0	247	5	455	0	0	0	2294	0	0	1	0	0	12	0	0	0	0	0	5	14	6	4	4	2108	2	0	1	0	0	0	46	1	0	0	0	0	0	0	0	2934	0	0	0	96	0	15715	0	0	0	0	0	0	0	0	1	0	583	0	0	23	0	0	0	93	0	0	0	0	0	0	0	1	0	0	129	0	0	0	0	998	0	0	0	0	2896	0	1	0	0	0	37752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	5	0	2633	0	0	1	0	53	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	173	0	0	0	21	0	0	0	0	1	465	0	0	146	0	2	0	677	0	0	0	0	0	0	1	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	13	0	0	0	0	0	0	0	0	76	0	0	0	597	202	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	19	0	0	0	0	0	0	0	3	0	0	55	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	0	0	0	428	0	0	15	0	385	0	240	0	18	0	2	323	0	0	41	4	0	0	0	0	0	0	1	0	0	254	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	136	0	0	0	0	0	0	3	0
B082A_2	0	1	4	0	0	0	4	0	0	0	0	0	0	0	4	0	1	0	67	0	146	0	0	0	2478	1	0	1	0	0	64	1	0	0	0	1	0	19	0	944	4	49	1	0	1	0	0	0	0	5	0	0	0	0	0	0	0	6242	0	0	0	540	0	16906	0	0	0	0	0	0	0	0	0	0	6220	0	0	11	0	0	0	884	0	0	0	0	0	0	0	0	0	0	1464	0	0	0	0	5613	0	9	0	0	125	0	0	0	0	0	15507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	156	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	18	0	0	18	0	0	0	0	0	0	0	0	0	0	2	0	4868	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	345	186	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	7	0	0	0	0	0	0	10	0	0	748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	689	0	0	19	0	24	0	1787	0	1	0	0	601	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	1	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0
B035A_2	0	1	359	72	0	0	0	0	0	0	0	0	0	0	0	0	4	0	330	0	3	0	0	23	29	0	0	0	0	2	121	0	0	0	0	0	2	1	0	7	1652	47	4	0	0	0	0	0	3	1	0	0	0	0	0	0	0	10275	13	0	0	64866	0	7287	0	0	0	0	0	0	0	0	0	0	1414	0	0	10	0	0	0	14	0	0	0	6	0	0	0	0	0	0	336	0	0	1	0	653	0	26	0	124	216	0	0	0	0	0	9248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	112	0	486	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	373	0	0	0	4	0	0	0	0	5	213	0	0	81	0	0	0	504	0	0	0	0	0	0	1	0	4	0	0	132	0	0	0	0	0	0	1	0	0	0	4	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	206	110	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	152	2545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534	0	0	120	0	346	0	212	0	5	0	0	397	0	0	0	16	0	0	1	0	0	0	80	0	1	94	0	0	0	0	6	0	0	11	0	0	0	1	0	0	1	0	0	0	160	51	0	0	0	0	0	0	0
B035A_1	0	1	389	123	0	0	1	0	0	0	0	0	0	0	0	0	0	0	385	0	9	0	0	1	28	0	0	0	0	1	149	0	0	0	0	0	6	1	0	5	1679	19	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	12779	13	0	0	77337	0	7573	0	0	0	0	0	0	0	0	0	0	1755	0	0	12	0	0	0	11	0	0	0	4	0	0	0	0	0	0	374	0	0	0	0	868	0	18	0	226	277	0	0	0	0	0	9728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	228	0	531	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	117	0	0	0	8	0	0	0	0	3	224	0	0	104	0	0	0	1277	0	0	0	0	0	0	0	0	6	0	0	143	0	0	0	0	0	0	1	0	0	0	3	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	438	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	207	2776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	571	0	0	135	0	416	0	349	0	1	0	0	501	0	0	1	20	0	0	0	0	0	0	84	0	2	105	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	592	54	0	0	0	0	0	0	0
10A_1	0	1	1	31	0	0	2	0	0	3	0	0	0	0	0	0	2	0	115	0	291	0	0	0	241	0	0	0	0	0	44	0	0	0	0	0	4	123	0	7	95	610	2	0	2	0	0	0	25	0	0	0	0	0	0	0	0	6517	0	0	0	162	0	8794	0	0	0	0	0	0	0	0	0	0	1912	0	0	12	0	0	0	96	1	0	0	0	0	0	0	0	1	0	253	0	0	0	0	1392	0	0	0	0	403	0	0	0	0	0	20164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	66	0	804	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	361	1	0	0	10	0	0	0	0	0	0	0	0	680	0	0	103	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	75	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	32	1	0	0	0	1308	0	0	0	0	0	0	6	0	0	2435	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	303	0	0	6	0	186	0	84	0	12	0	0	285	0	0	1368	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	8	0
B082A_1	0	0	4	0	0	0	4	0	0	0	0	0	0	0	4	0	1	0	74	0	161	0	0	0	2442	1	0	1	0	0	227	1	0	0	0	1	0	19	0	985	4	52	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	6572	0	0	0	701	0	16744	0	0	0	0	0	0	0	0	0	0	6081	0	0	13	0	0	0	880	0	0	0	0	0	0	0	0	0	0	1492	0	0	0	0	6004	0	10	0	0	226	0	0	0	0	0	15749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	171	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	19	0	0	30	0	0	0	0	0	0	0	0	0	0	1	0	4495	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	306	209	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	5	0	0	0	0	0	0	10	0	0	791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	583	0	0	27	0	25	0	1890	0	0	0	0	659	0	0	4	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	1	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	24	0
